App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Review_group
SilverSingles: The 50+ Dating App,DATING,0.0,149,16M,"10,000+",Free,0,Mature 17+,Dating,"July 31, 2018",4.8.5,4.0.3 and up,"[23,889)"
Lose Weight in 30 Days,HEALTH_AND_FITNESS,1.0,220125,11M,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 31, 2018",1.0.14,4.0 and up,"[26432,max)"
Free games: Masha and the Bear,FAMILY,1.0,34514,60M,"5,000,000+",Free,0,Everyone,Puzzle;Brain Games,"July 20, 2018",1.2.8,4.1 and up,"[26432,max)"
Wallpapers Mercedes Benz CL,PERSONALIZATION,1.0,2,12M,100+,Free,0,Teen,Personalization,"March 5, 2017",1.0,4.1 and up,"[0,23)"
ABCmouse.com,FAMILY,1.0,50887,91M,"5,000,000+",Free,0,Everyone,Education;Education,"July 3, 2018",7.2.0,4.4 and up,"[26432,max)"
Analog and Digital Clock AW-7,TOOLS,0.0,202,2.9M,"50,000+",Free,0,Everyone,Tools,"March 15, 2018",2.0,4.3 and up,"[23,889)"
DW - Breaking World News,NEWS_AND_MAGAZINES,1.0,17671,17M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"August 6, 2018",2.3.10,4.2 and up,"[889,26432)"
Theatre of the Absurd CE(Full),FAMILY,1.0,1143,15M,"10,000+",Paid,$2.99,Everyone 10+,Casual,"May 21, 2013",1.0,2.0.1 and up,"[889,26432)"
BX Memo,FAMILY,1.0,131,2.0M,"5,000+",Free,0,Everyone,Education,"November 17, 2016",3.3.1,2.2 and up,"[23,889)"
AP App for Android™,NEWS_AND_MAGAZINES,0.0,188,9.9M,"10,000+",Free,0,Everyone,News & Magazines,"May 12, 2016",1.0,4.0 and up,"[23,889)"
Block City Wars + skins export,FAMILY,1.0,762706,28M,"10,000,000+",Free,0,Teen,Simulation,"March 30, 2018",6.7.5,4.0 and up,"[26432,max)"
eBoox: book reader fb2 epub zip,BOOKS_AND_REFERENCE,1.0,21336,23M,"1,000,000+",Free,0,Everyone,Books & Reference,"June 20, 2018",1.28,3.0 and up,"[889,26432)"
CTRL-F - Search the real world,PRODUCTIVITY,1.0,607,37M,"50,000+",Free,0,Everyone,Productivity,"July 24, 2016",1.1,4.0.3 and up,"[23,889)"
8 Ball Pool,GAME,1.0,14198297,52M,"100,000,000+",Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,"[26432,max)"
CCHT PREP,MEDICAL,0.0,25,266k,"1,000+",Paid,$10.99,Everyone,Medical,"December 8, 2016",1.2,2.1 and up,"[23,889)"
FILL EC,BUSINESS,1.0,13,3.8M,100+,Free,0,Everyone,Business,"April 23, 2018",1.0,4.0.3 and up,"[0,23)"
Multiling O Keyboard + emoji,PRODUCTIVITY,1.0,30443,540k,"1,000,000+",Free,0,Everyone,Productivity,"July 3, 2018",0.54.2.4,2.1 and up,"[26432,max)"
Photo Studio,PHOTOGRAPHY,1.0,477831,51M,"10,000,000+",Free,0,Everyone,Photography,"July 28, 2018",2.0.17.9,4.0 and up,"[26432,max)"
Google Street View,TRAVEL_AND_LOCAL,1.0,2129689,Varies with device,"1,000,000,000+",Free,0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device,"[26432,max)"
Nero AirBurn,VIDEO_PLAYERS,1.0,1008,1.7M,"100,000+",Free,0,Everyone,Video Players & Editors,"June 26, 2015",1.0.9,4.0 and up,"[889,26432)"
Driving n Parking School 2017,FAMILY,1.0,15,46M,"1,000+",Free,0,Everyone,Simulation,"May 31, 2017",1.0,2.3 and up,"[0,23)"
Square Analog Clock AW-7,TOOLS,1.0,294,3.0M,"50,000+",Free,0,Everyone,Tools,"March 10, 2018",2.0,4.3 and up,"[23,889)"
"Mobile Security: Antivirus, Web Scan & App Lock",PRODUCTIVITY,1.0,574719,20M,"10,000,000+",Free,0,Everyone,Productivity,"July 16, 2018",5.0.0.1442,4.1 and up,"[26432,max)"
CV S ( CV Editor - Resume ),BUSINESS,1.0,3972,5.6M,"100,000+",Free,0,Teen,Business,"June 25, 2018",5.1.14,4.0 and up,"[889,26432)"
Radio K - KUOM,FAMILY,1.0,39,7.4M,"1,000+",Free,0,Everyone,Entertainment,"March 9, 2018",3.0.57,4.1 and up,"[23,889)"
V380s,LIBRARIES_AND_DEMO,0.0,1919,8.1M,"500,000+",Free,0,Everyone,Libraries & Demo,"July 11, 2018",5.9.1,4.1 and up,"[889,26432)"
Doctors Care,MEDICAL,1.0,0,25M,10+,Free,0,Everyone,Medical,"July 24, 2018",2.0.0 (35717),4.4 and up,"[0,23)"
"GO Weather - Widget, Theme, Wallpaper, Efficient",WEATHER,1.0,1422858,Varies with device,"50,000,000+",Free,0,Everyone,Weather,"August 3, 2018",Varies with device,Varies with device,"[26432,max)"
CP Connect 2.0,PRODUCTIVITY,1.0,0,5.8M,500+,Free,0,Everyone,Productivity,"August 17, 2017",3.9.4,4.0.3 and up,"[0,23)"
Quizlet: Learn Languages & Vocab with Flashcards,EDUCATION,1.0,211856,Varies with device,"10,000,000+",Free,0,Everyone,Education,"August 1, 2018",Varies with device,Varies with device,"[26432,max)"
Easy Language Translator,TOOLS,1.0,191621,6.1M,"10,000,000+",Free,0,Everyone,Tools,"May 29, 2018",1.43,4.0 and up,"[26432,max)"
Fairy Kingdom: World of Magic and Farming,FAMILY,1.0,129542,63M,"1,000,000+",Free,0,Everyone,Strategy;Creativity,"July 23, 2018",2.4.9,4.0.3 and up,"[26432,max)"
Sic Bo,GAME,1.0,1,11M,100+,Paid,$1.99,Teen,Card,"August 27, 2013",1.0.0,2.2 and up,"[0,23)"
MultiMessage for FB Messenger,PRODUCTIVITY,1.0,182,7.0M,"50,000+",Free,0,Everyone,Productivity,"April 28, 2018",1.0.1,4.2 and up,"[23,889)"
GroupMe,COMMUNICATION,1.0,330761,Varies with device,"10,000,000+",Free,0,Everyone,Communication,"July 3, 2018",Varies with device,Varies with device,"[26432,max)"
The Bump Pregnancy Tracker,HEALTH_AND_FITNESS,1.0,20301,22M,"1,000,000+",Free,0,Everyone,Health & Fitness,"May 16, 2018",3.22,4.3 and up,"[889,26432)"
"Length Converter: convert mm,cm,m, feet,yard,mile",TOOLS,1.0,76,2.2M,"50,000+",Free,0,Everyone,Tools,"April 5, 2018",1.4,4.0.3 and up,"[23,889)"
Series Valley of the Wolves full of part,EVENTS,1.0,731,11M,"50,000+",Free,0,Everyone,Events,"December 24, 2017",2.0,4.0 and up,"[23,889)"
Nose Surgery ER Simulator Lite,FAMILY,0.0,269,39M,"50,000+",Free,0,Teen,Educational,"June 3, 2017",1.0,4.0 and up,"[23,889)"
ck-modelcars-UK Shop,SHOPPING,1.0,69,6.4M,"5,000+",Free,0,Everyone,Shopping,"June 15, 2018",5.29.0,5.0 and up,"[23,889)"
Broken Screen Prank,FAMILY,0.0,23682,9.8M,"1,000,000+",Free,0,Teen,Casual,"June 14, 2018",6.2,4.0 and up,"[889,26432)"
Chronolink DX,FAMILY,1.0,7,73M,10+,Paid,$0.99,Everyone,Puzzle,"July 6, 2017",1.2,4.1 and up,"[0,23)"
UFC,SPORTS,0.0,30840,Varies with device,"1,000,000+",Free,0,Teen,Sports,"May 22, 2018",Varies with device,Varies with device,"[26432,max)"
BI Barcode Scanner,PRODUCTIVITY,1.0,0,473k,10+,Paid,$0.99,Everyone,Productivity,"June 13, 2014",2.2,2.2 and up,"[0,23)"
O Launcher,TOOLS,1.0,2059,10M,"100,000+",Free,0,Everyone,Tools,"May 22, 2018",1.1.4,5.0 and up,"[889,26432)"
BH Táxi,BUSINESS,0.0,91,8.9M,"5,000+",Free,0,Everyone,Business,"June 7, 2018",3.44.2,4.0.3 and up,"[23,889)"
Low Poly – Puzzle art game,ENTERTAINMENT,1.0,23063,17M,"1,000,000+",Free,0,Everyone,Entertainment;Brain Games,"August 3, 2018",1.0.9,4.1 and up,"[889,26432)"
Pedometer - Step Counter Free & Calorie Burner,HEALTH_AND_FITNESS,1.0,31139,6.9M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 24, 2018",1.0.11,4.1 and up,"[26432,max)"
DK Quiz,GAME,1.0,1628,34M,"50,000+",Free,0,Everyone,Trivia,"April 10, 2014",1.3,2.3 and up,"[889,26432)"
F-Secure Freedome for Business,BUSINESS,0.0,183,9.9M,"50,000+",Free,0,Everyone,Business,"July 16, 2018",2.5.1.7594.psb,4.0.3 and up,"[23,889)"
MOMOLAND BBoom BBoom,LIBRARIES_AND_DEMO,1.0,2580,20M,"100,000+",Free,0,Everyone,Libraries & Demo,"March 8, 2018",2.0,2.3 and up,"[889,26432)"
EU Flags Free Live Wallpaper,PERSONALIZATION,0.0,730,2.3M,"100,000+",Free,0,Everyone,Personalization,"November 18, 2013",1.95,2.1 and up,"[23,889)"
Glide - Video Chat Messenger,COMMUNICATION,1.0,350154,Varies with device,"10,000,000+",Free,0,Everyone,Communication,"July 29, 2018",Varies with device,Varies with device,"[26432,max)"
CamScanner (License),PRODUCTIVITY,1.0,26358,50k,"500,000+",Paid,$1.99,Everyone,Productivity,"January 17, 2014",1.7,2.0 and up,"[889,26432)"
Debra Care Conference,BUSINESS,1.0,0,30M,50+,Free,0,Everyone,Business,"June 15, 2018",5.29.02,5.0 and up,"[0,23)"
AZ Camera - Manual Pro Cam,PHOTOGRAPHY,0.0,2332,1.6M,"100,000+",Free,0,Everyone,Photography,"August 28, 2015",2.2,5.0 and up,"[889,26432)"
Digital FM Brasília DF,FAMILY,1.0,5,1.4M,100+,Free,0,Everyone,Entertainment,"September 22, 2017",1.0,2.3 and up,"[0,23)"
Comics Reader,COMICS,0.0,4496,609k,"100,000+",Free,0,Everyone,Comics,"October 29, 2017",2.3.216,2.3 and up,"[889,26432)"
Cymath - Math Problem Solver,FAMILY,1.0,10159,6.4M,"1,000,000+",Free,0,Everyone,Education,"April 13, 2018",2.17,4.1 and up,"[889,26432)"
My Android Device S/W & H/W,FAMILY,1.0,681,2.8M,"50,000+",Free,0,Everyone,Education,"November 20, 2015",1.1,2.3 and up,"[23,889)"
FH Kufstein App,FAMILY,1.0,9,20M,500+,Free,0,Everyone,Education,"November 20, 2017",2.3.1,4.4 and up,"[0,23)"
U-Haul,TRAVEL_AND_LOCAL,0.0,852,37M,"100,000+",Free,0,Everyone,Travel & Local,"July 31, 2018",2.2.1,4.4 and up,"[23,889)"
Tee and Mo Bath Time Free,FAMILY,0.0,418,97M,"100,000+",Free,0,Everyone,Educational;Education,"November 7, 2016",1.0.3,4.0.3 and up,"[23,889)"
EHS Dongsen Shopping,SHOPPING,0.0,3656,9.0M,"1,000,000+",Free,0,Teen,Shopping,"August 3, 2018",4.16.2,4.1 and up,"[889,26432)"
MC.Fitting,PRODUCTIVITY,1.0,130,3.4M,"1,000+",Paid,$8.49,Everyone,Productivity,"May 3, 2017",12.0,1.6 and up,"[23,889)"
CI SA,BUSINESS,1.0,0,10.0M,10+,Free,0,Everyone,Business,"June 11, 2018",1.0.2,4.1 and up,"[0,23)"
Nights at Cube Pizzeria 3D – 3,FAMILY,0.0,15875,40M,"1,000,000+",Free,0,Teen,Simulation,"March 3, 2017",1.5,4.2 and up,"[889,26432)"
AppClose - The #1 FREE Co-Parenting App,PARENTING,0.0,159,85M,"10,000+",Free,0,Everyone,Parenting,"July 31, 2018",2.1.23,4.4 and up,"[23,889)"
SQLite DB Reader,TOOLS,0.0,301,2.3M,"50,000+",Free,0,Everyone,Tools,"November 28, 2017",1.2.9,4.0 and up,"[23,889)"
NOOK Audiobooks,BOOKS_AND_REFERENCE,0.0,2539,8.6M,"500,000+",Free,0,Everyone,Books & Reference,"July 26, 2018",v1.1.6,4.1 and up,"[889,26432)"
DYPSOET,FAMILY,1.0,8,7.4M,50+,Free,0,Everyone,Education,"August 7, 2018",1.0.2,4.1 and up,"[0,23)"
AE City Jump,GAME,1.0,804,27M,"10,000+",Free,0,Everyone,Action,"July 18, 2018",1.0.4,4.0 and up,"[23,889)"
Breastfeeding Tracker Baby Log,MEDICAL,1.0,6,23M,100+,Free,0,Everyone,Medical,"July 20, 2018",1.3.5,5.0 and up,"[0,23)"
F-Secure AV Test,TOOLS,1.0,1250,241k,"50,000+",Free,0,Everyone,Tools,"March 6, 2018",1.0.1,4.0.3 and up,"[889,26432)"
VivaVideo - Video Editor & Photo Movie,VIDEO_PLAYERS,1.0,9879473,40M,"100,000,000+",Free,0,Teen,Video Players & Editors,"August 4, 2018",7.2.1,4.1 and up,"[26432,max)"
Smart File Manager,PRODUCTIVITY,1.0,17415,4.1M,"1,000,000+",Free,0,Everyone,Productivity,"July 5, 2018",3.5.9,4.0 and up,"[889,26432)"
Ice Cream Jump,FAMILY,1.0,141363,8.7M,"10,000,000+",Free,0,Everyone,Casual;Action & Adventure,"January 21, 2018",1.20.2,2.3 and up,"[26432,max)"
Koran Read &MP3 30 Juz Offline,BOOKS_AND_REFERENCE,1.0,29551,67M,"1,000,000+",Free,0,Everyone,Books & Reference,"April 6, 2018",1.0.7,4.0.3 and up,"[26432,max)"
Latest 2018 Home Designs,HOUSE_AND_HOME,1.0,174,8.7M,"10,000+",Free,0,Everyone,House & Home,"July 26, 2018",1.1,2.3 and up,"[23,889)"
AH Alarm Panel,TOOLS,0.0,7,81k,100+,Paid,$4.99,Everyone,Tools,"May 12, 2011",1.2.0,1.5 and up,"[0,23)"
Google Chrome: Fast & Secure,COMMUNICATION,1.0,9642995,Varies with device,"1,000,000,000+",Free,0,Everyone,Communication,"August 1, 2018",Varies with device,Varies with device,"[26432,max)"
payermonstationnement.fr,MAPS_AND_NAVIGATION,1.0,38,9.8M,"5,000+",Free,0,Everyone,Maps & Navigation,"June 13, 2018",2.0.148.0,4.0 and up,"[23,889)"
Permit Test CO Colorado DMV,FAMILY,1.0,41,11M,"1,000+",Free,0,Everyone,Education,"June 15, 2017",2.6.5,4.1 and up,"[23,889)"
"busuu: Learn Languages - Spanish, English & More",EDUCATION,1.0,206527,21M,"10,000,000+",Free,0,Everyone 10+,Education,"August 1, 2018",13.9.0.161,5.0 and up,"[26432,max)"
Good room network fast rent,HOUSE_AND_HOME,0.0,2758,8.6M,"500,000+",Free,0,Everyone,House & Home,"June 25, 2018",4.2.3,4.0 and up,"[889,26432)"
Soul Mate,DATING,1.0,0,4.4M,10+,Free,0,Mature 17+,Dating,"July 19, 2018",4.5.0,4.0.3 and up,"[0,23)"
Burner - Free Phone Number,COMMUNICATION,1.0,14873,Varies with device,"1,000,000+",Free,0,Everyone,Communication,"July 12, 2018",Varies with device,Varies with device,"[889,26432)"
Lezhin Comics - Daily Releases,COMICS,0.0,28447,15M,"1,000,000+",Free,0,Teen,Comics,"July 31, 2018",Varies with device,Varies with device,"[26432,max)"
Battlefield™ Companion,GAME,0.0,263907,62M,"10,000,000+",Free,0,Everyone 10+,Action,"November 1, 2016",3.0.4,4.0 and up,"[26432,max)"
Body scanner (prank),FAMILY,0.0,16063,3.8M,"1,000,000+",Free,0,Teen,Casual,"June 2, 2016",3.0,2.3 and up,"[889,26432)"
senior easy phone,PERSONALIZATION,0.0,168,2.1M,"50,000+",Free,0,Teen,Personalization,"March 27, 2015",1.0,2.3 and up,"[23,889)"
CF-Bench,TOOLS,1.0,2132,103k,"100,000+",Free,0,Everyone,Tools,"July 3, 2013",1.3,2.1 and up,"[889,26432)"
"Video Editor,Crop Video,Movie Video,Music,Effects",VIDEO_PLAYERS,1.0,53006,44M,"1,000,000+",Free,0,Everyone,Video Players & Editors,"August 3, 2018",1.5.1,4.4 and up,"[26432,max)"
Grenada Co-operative Bank,FINANCE,1.0,137,400k,"10,000+",Free,0,Everyone,Finance,"June 26, 2013",2.4.3,1.6 and up,"[23,889)"
Fitness & Bodybuilding,HEALTH_AND_FITNESS,1.0,95201,61M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 9, 2018",2.4.1,4.1 and up,"[26432,max)"
Spanish English Translator,BOOKS_AND_REFERENCE,1.0,87873,Varies with device,"10,000,000+",Free,0,Teen,Books & Reference,"May 28, 2018",Varies with device,Varies with device,"[26432,max)"
Best Auto Call Recorder Free,COMMUNICATION,0.0,7,4.3M,500+,Free,0,Everyone,Communication,"October 2, 2017",2.1,4.1 and up,"[0,23)"
Mediatek SmartDevice,TOOLS,0.0,11187,7.3M,"1,000,000+",Free,0,Everyone,Tools,"March 17, 2017",V1.7.6,4.0 and up,"[889,26432)"
Ghosts'n Goblins MOBILE,GAME,0.0,466,28M,"10,000+",Paid,$0.99,Everyone,Arcade,"March 28, 2017",1.00.02,4.1 and up,"[23,889)"
BEBONCOOL GAMEPAD V1.0,GAME,0.0,404,2.2M,"100,000+",Free,0,Everyone,Arcade,"August 30, 2017",1.2,4.0 and up,"[23,889)"
AE Bubble:Offline Bubble Games,FAMILY,1.0,6973,Varies with device,"100,000+",Free,0,Everyone,Casual,"October 20, 2017",Varies with device,Varies with device,"[889,26432)"
Analog Clock AW-7,TOOLS,1.0,2158,3.0M,"100,000+",Free,0,Everyone,Tools,"March 7, 2018",2.0,4.3 and up,"[889,26432)"
VIVA BH,TOOLS,0.0,2055,2.6M,"100,000+",Free,0,Everyone,Tools,"April 9, 2018",2.44,4.0 and up,"[889,26432)"
DG OFF - 100% Free Coupons & Deals,SHOPPING,1.0,1,1.1M,10+,Free,0,Everyone,Shopping,"July 11, 2018",1.0,4.0 and up,"[0,23)"
CX Carrier Lite,BUSINESS,1.0,0,68M,10+,Free,0,Everyone,Business,"June 11, 2018",1.0,4.0 and up,"[0,23)"
Amex Mobile,FINANCE,1.0,24729,32M,"1,000,000+",Free,0,Everyone,Finance,"August 3, 2018",6.7.0,5.0 and up,"[889,26432)"
Pro App for Craigslist,SHOPPING,1.0,5618,4.6M,"500,000+",Free,0,Teen,Shopping,"May 9, 2018",Copyright,4.1 and up,"[889,26432)"
Cheap hotel deals and discounts — Hotellook,TRAVEL_AND_LOCAL,1.0,7153,Varies with device,"1,000,000+",Free,0,Everyone,Travel & Local,"July 30, 2018",Varies with device,Varies with device,"[889,26432)"
"Gametime - Tickets to Sports, Concerts, Theater",EVENTS,1.0,8800,24M,"1,000,000+",Free,0,Everyone,Events,"July 17, 2018",11.1.1,5.0 and up,"[889,26432)"
Zynga Poker – Texas Holdem,GAME,1.0,1986068,52M,"50,000,000+",Free,0,Teen,Casino,"July 25, 2018",21.54,4.1 and up,"[26432,max)"
Pregnant Emergency Surgery,FAMILY,0.0,127229,34M,"10,000,000+",Free,0,Everyone,Casual,"September 7, 2017",1.1.14,4.0 and up,"[26432,max)"
Complete Spanish Movies,ENTERTAINMENT,0.0,11656,4.5M,"1,000,000+",Free,0,Everyone,Entertainment,"January 20, 2018",1.02,4.0.3 and up,"[889,26432)"
"FXNOW: Movies, Shows & Live TV",FAMILY,0.0,31552,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,"July 23, 2018",Varies with device,4.4 and up,"[26432,max)"
"Domofond Real Estate. Buy, rent an apartment.",HOUSE_AND_HOME,1.0,39123,Varies with device,"1,000,000+",Free,0,Everyone,House & Home,"August 3, 2018",Varies with device,Varies with device,"[26432,max)"
Doctor Kids,FAMILY,1.0,200450,25M,"10,000,000+",Free,0,Everyone,Casual;Pretend Play,"July 26, 2018",1.39,4.1 and up,"[26432,max)"
CARDI B WALLPAPERS,PERSONALIZATION,1.0,8,4.5M,"1,000+",Free,0,Everyone,Personalization,"May 21, 2018",3.1,4.0.3 and up,"[0,23)"
gps tracker cg,TOOLS,1.0,0,1.4M,50+,Free,0,Everyone,Tools,"May 27, 2017",1.0,4.1 and up,"[0,23)"
Libre Scan (Diabetes:M addon),MEDICAL,0.0,102,1.2M,"10,000+",Free,0,Everyone,Medical,"July 9, 2017",1.2,4.4 and up,"[23,889)"
Q Quiz SK,FAMILY,0.0,159,39M,"5,000+",Free,0,Everyone,Education,"December 8, 2015",2.3,2.3 and up,"[23,889)"
GALAK-Z: Variant Mobile,GAME,0.0,145,79M,"10,000+",Free,0,Everyone,Action,"July 30, 2018",1.7.6,4.4 and up,"[23,889)"
LEGO Batman: DC Super Heroes,FAMILY,1.0,2557,5.8M,"50,000+",Paid,$4.99,Everyone 10+,Adventure;Action & Adventure,"May 9, 2016",Varies with device,4.0.3 and up,"[889,26432)"
FK Jonava,SPORTS,1.0,1,26M,5+,Free,0,Everyone,Sports,"February 21, 2018",1.0,4.1 and up,"[0,23)"
Check DB Benchmark,TOOLS,1.0,0,2.2M,100+,Free,0,Everyone,Tools,"March 11, 2017",0.9.2,4.0.3 and up,"[0,23)"
CV Formats 2018,FAMILY,1.0,374,26M,"100,000+",Free,0,Everyone,Education,"October 9, 2017",1.0,4.0.3 and up,"[23,889)"
Pixel Draw - Number Art Coloring Book,ART_AND_DESIGN,1.0,967,2.8M,"100,000+",Free,0,Everyone,Art & Design;Creativity,"June 20, 2018",1.1,4.4 and up,"[889,26432)"
Speedometer with G-FORCE meter,TOOLS,0.0,415,2.7M,"50,000+",Free,0,Everyone,Tools,"June 1, 2017",7.0,2.3 and up,"[23,889)"
Maps - Navigate & Explore,TRAVEL_AND_LOCAL,1.0,9235155,Varies with device,"1,000,000,000+",Free,0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,"[26432,max)"
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,1.0,9952,38M,"500,000+",Free,0,Everyone 10+,Comics,"July 31, 2018",4.3.0,4.1 and up,"[889,26432)"
"AliExpress - Smarter Shopping, Better Living",SHOPPING,1.0,5916606,Varies with device,"100,000,000+",Free,0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device,"[26432,max)"
Pocket GMAT Math,EDUCATION,1.0,656,556k,"10,000+",Free,0,Everyone,Education,"July 11, 2014",1.1,2.2 and up,"[23,889)"
Zap-Map: EV charging points UK,MAPS_AND_NAVIGATION,0.0,181,9.8M,"10,000+",Free,0,Everyone,Maps & Navigation,"July 6, 2018",4.0.4,4.1 and up,"[23,889)"
"theScore: Live Sports Scores, News, Stats & Videos",SPORTS,1.0,133825,34M,"10,000,000+",Free,0,Everyone 10+,Sports,"July 25, 2018",6.17.2,4.4 and up,"[26432,max)"
Woodland AH,MEDICAL,1.0,0,Varies with device,50+,Free,0,Everyone,Medical,"February 2, 2018",300000.0.97,4.0.3 and up,"[0,23)"
X Construction,FAMILY,1.0,18612,8.5M,"100,000+",Paid,$1.49,Everyone,Puzzle,"July 28, 2015",1.57,2.3 and up,"[889,26432)"
Amadeus GR & CY,COMMUNICATION,1.0,4,3.8M,100+,Free,0,Everyone,Communication,"February 1, 2018",2.07,4.1 and up,"[0,23)"
Resume Builder / CV Maker & Templates,BUSINESS,1.0,25,7.9M,"5,000+",Free,0,Everyone,Business,"January 19, 2018",1.0.3,4.0.3 and up,"[23,889)"
Text Free: WiFi Calling App,SOCIAL,1.0,83488,Varies with device,"5,000,000+",Free,0,Everyone,Social,"July 24, 2018",Varies with device,Varies with device,"[26432,max)"
BD Attendance,PRODUCTIVITY,1.0,93,14M,"1,000+",Free,0,Everyone,Productivity,"July 17, 2018",2.3.14,4.3 and up,"[23,889)"
Best Wallpapers QHD,PERSONALIZATION,1.0,294701,5.1M,"10,000,000+",Free,0,Teen,Personalization,"March 17, 2018",2.85,4.0.3 and up,"[26432,max)"
Mass Effect: Andromeda APEX HQ,GAME,0.0,4490,92M,"100,000+",Free,0,Everyone 10+,Action,"September 21, 2017",1.18.1,4.1 and up,"[889,26432)"
Toca Life: City,EDUCATION,1.0,31085,24M,"500,000+",Paid,$3.99,Everyone,Education;Pretend Play,"July 6, 2018",1.5-play,4.4 and up,"[26432,max)"
EH kontrollrakendus,TOOLS,0.0,43,2.3M,"5,000+",Free,0,Everyone,Tools,"October 10, 2017",3.1.8,4.1 and up,"[23,889)"
BV Link,BUSINESS,1.0,10,2.8M,100+,Free,0,Everyone,Business,"April 11, 2018",1.3.0,4.1 and up,"[0,23)"
Mobitee GPS Golf Free,SPORTS,1.0,1904,9.9M,"100,000+",Free,0,Everyone,Sports,"June 11, 2018",2.0.22,2.3 and up,"[889,26432)"
Amtrak,TRAVEL_AND_LOCAL,0.0,16815,28M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 15, 2018",3.1.3,5.0 and up,"[889,26432)"
101 C Programming Problems,FAMILY,1.0,498,5.0M,"50,000+",Free,0,Everyone,Education,"October 15, 2017",2.0,4.0.3 and up,"[23,889)"
CF,FINANCE,1.0,2,2.0M,100+,Free,0,Everyone,Finance,"March 30, 2016",1.1,4.0 and up,"[0,23)"
OSRAM BT Control,TOOLS,1.0,2,42M,"1,000+",Free,0,Everyone,Tools,"December 15, 2017",1.0.5,4.4 and up,"[0,23)"
Ba Zi Fortune,LIFESTYLE,0.0,592,2.5M,"100,000+",Free,0,Everyone,Lifestyle,"January 2, 2018",1.0.23,2.3 and up,"[23,889)"
Cryptocurrency Trading - How To Trade Crypto,FINANCE,1.0,1,23M,100+,Free,0,Everyone,Finance,"March 16, 2018",1.0,4.1 and up,"[0,23)"
Rolly Vortex,GAME,1.0,98123,40M,"10,000,000+",Free,0,Teen,Arcade,"May 25, 2018",1.7.0,4.1 and up,"[26432,max)"
Shred! Downhill Mountainbiking,GAME,0.0,41683,63M,"1,000,000+",Free,0,Everyone,Arcade,"February 2, 2017",1.67,2.3 and up,"[26432,max)"
Speed Boat Racing,SPORTS,0.0,2487,27M,"1,000,000+",Free,0,Everyone,Sports,"August 3, 2018",12.0,4.0.3 and up,"[889,26432)"
"VPN - Fast, Secure & Unlimited WiFi with VyprVPN",TOOLS,1.0,40676,25M,"1,000,000+",Free,0,Everyone,Tools,"July 5, 2018",2.27.1,4.1 and up,"[26432,max)"
"Z Camera - Photo Editor, Beauty Selfie, Collage",PHOTOGRAPHY,1.0,1075277,47M,"100,000,000+",Free,0,Mature 17+,Photography,"August 3, 2018",4.21,4.1 and up,"[26432,max)"
DW Arabic By dw-arab.com,NEWS_AND_MAGAZINES,1.0,386,6.0M,"50,000+",Free,0,Everyone,News & Magazines,"October 27, 2017",3.2,4.1 and up,"[23,889)"
Couch to 10K Running Trainer,HEALTH_AND_FITNESS,1.0,10445,48M,"500,000+",Free,0,Everyone,Health & Fitness,"July 2, 2018",112.0,4.4 and up,"[889,26432)"
Lippincott Nursing Advisor,MEDICAL,0.0,343,26M,"50,000+",Free,0,Everyone,Medical,"May 1, 2018",3.3.1,4.1 and up,"[23,889)"
Access Point Finder,LIFESTYLE,0.0,22,2.5M,"10,000+",Free,0,Everyone,Lifestyle,"September 6, 2016",1.0,3.0 and up,"[0,23)"
Development of the child up to a year,PARENTING,1.0,1413,14M,"100,000+",Free,0,Mature 17+,Parenting,"July 20, 2018",2.9.9,4.1 and up,"[889,26432)"
ExDialer - Dialer & Contacts,COMMUNICATION,1.0,125232,2.7M,"10,000,000+",Free,0,Everyone,Communication,"March 5, 2017",196,2.1 and up,"[26432,max)"
CL Keyboard - Myanmar Keyboard (No Ads),TOOLS,1.0,24,3.2M,"5,000+",Free,0,Everyone,Tools,"June 13, 2018",1.1.3,4.3 and up,"[23,889)"
Sokoban Land DX,FAMILY,0.0,46,20M,"10,000+",Paid,$2.99,Everyone,Puzzle,"January 29, 2018",1.0.6,2.3 and up,"[23,889)"
EF Parеnts,FAMILY,1.0,435,17M,"50,000+",Free,0,Everyone,Education,"June 21, 2018",3.1.0,4.1 and up,"[23,889)"
