App,Category,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,review_group
Wifi Inspector,TOOLS,63712,Varies with device,"5,000,000+",Free,0,Everyone,Tools,"May 12, 2016",Varies with device,2.3 and up,[26432+)
KineMaster – Pro Video Editor,VIDEO_PLAYERS,1013867,32M,"50,000,000+",Free,0,Everyone,Video Players & Editors,"August 3, 2018",4.5.0.10701.GP,4.1 and up,[26432+)
Counter Terrorist Gun Strike CS: Special Forces,GAME,211,44M,"10,000+",Free,0,Teen,Action,"August 18, 2017",1.1,2.3 and up,"[23, 889)"
Tracks,HEALTH_AND_FITNESS,623,40M,"50,000+",Free,0,Everyone 10+,Health & Fitness,"July 17, 2017",1.2.3,4.0.3 and up,"[23, 889)"
Fake Call From Wengie Prank,FAMILY,352,3.8M,"50,000+",Free,0,Everyone,Entertainment,"July 23, 2017",1.0,3.0 and up,"[23, 889)"
iOBD2-CF,TOOLS,5,21M,500+,Free,0,Everyone,Tools,"December 26, 2016",1.0,2.3.3 and up,"[0, 23)"
Fashion Girls Dress up Makeup,FAMILY,115,31M,"10,000+",Free,0,Everyone,Simulation,"July 13, 2018",1.0,4.0 and up,"[23, 889)"
Sketch 'n' go,VIDEO_PLAYERS,3965,6.4M,"100,000+",Free,0,Everyone,Video Players & Editors,"March 26, 2018",2.2.9,4.1 and up,"[889, 26432)"
Cr Aviation Academy,FAMILY,7,22M,100+,Free,0,Everyone,Education,"August 9, 2017",1.0,4.1 and up,"[0, 23)"
FD VR Music Videos - MTV Pop and Rap in 360,FAMILY,15,26M,"1,000+",Free,0,Everyone,Entertainment,"December 19, 2017",4.5.3c,4.4 and up,"[0, 23)"
HTC Calendar,PRODUCTIVITY,6949,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"December 27, 2017",Varies with device,Varies with device,"[889, 26432)"
GUN ZOMBIE,GAME,243121,38M,"5,000,000+",Free,0,Teen,Arcade,"October 17, 2014",5.3,2.3 and up,[26432+)
New CL 2ne1 Wallpaper KPOP live,PERSONALIZATION,0,3.4M,1+,Free,0,Everyone,Personalization,"August 1, 2018",1.1.1,4.0 and up,"[0, 23)"
Pink Water Sakura Keyboard Theme,LIBRARIES_AND_DEMO,1465,7.0M,"100,000+",Free,0,Everyone,Libraries & Demo,"July 9, 2018",6.7.5,4.0.3 and up,"[889, 26432)"
DIY Crafts Cds,LIFESTYLE,209,3.1M,"50,000+",Free,0,Everyone,Lifestyle,"January 24, 2017",3.0,3.0 and up,"[23, 889)"
BD Fishpedia,BOOKS_AND_REFERENCE,123,6.5M,"1,000+",Free,0,Everyone,Books & Reference,"March 15, 2017",3.15317,3.0 and up,"[23, 889)"
A-B repeater,VIDEO_PLAYERS,32,239k,"5,000+",Free,0,Everyone,Video Players & Editors,"May 18, 2018",1.8,3.0 and up,"[23, 889)"
EG Movi,TOOLS,40,7.4M,"1,000+",Free,0,Everyone,Tools,"May 12, 2017",0.9.1,3.2 and up,"[23, 889)"
Virtual Dice EX,GAME,40,3.6M,"5,000+",Free,0,Everyone,Board,"March 15, 2016",2.8,3.0 and up,"[23, 889)"
Samsung SMART CAMERA App,PHOTOGRAPHY,34753,22M,"1,000,000+",Free,0,Everyone,Photography,"July 3, 2018",1.4.0_180703,4.2 and up,[26432+)
FK Spartak Subotica,SPORTS,0,26M,10+,Free,0,Everyone,Sports,"February 19, 2018",1.0,4.1 and up,"[0, 23)"
CT MyChiroTown Mobile,MEDICAL,40,4.0M,"5,000+",Free,0,Everyone,Medical,"July 7, 2015",4.1.0,2.3.3 and up,"[23, 889)"
BV Frankfurt inside,SPORTS,3,4.8M,50+,Free,0,Everyone,Sports,"June 21, 2018",1.5,4.4 and up,"[0, 23)"
AE Bulletins,BOOKS_AND_REFERENCE,14,30M,"1,000+",Free,0,Everyone,Books & Reference,"July 18, 2018",2.2.5,4.0.3 and up,"[0, 23)"
BS Tractor,GAME,3,36M,100+,Free,0,Everyone,Racing,"December 6, 2017",1.0,4.1 and up,"[0, 23)"
Gaode Map,TRAVEL_AND_LOCAL,13275,71M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 3, 2018",8.60.0.2586,4.0 and up,"[889, 26432)"
Mobile FC,SPORTS,5015,57M,"100,000+",Free,0,Everyone,Sports,"May 25, 2018",125,4.0.3 and up,"[889, 26432)"
DB Manager,PRODUCTIVITY,3,108k,"1,000+",Free,0,Everyone,Productivity,"January 21, 2014",2.0.0,3.1 and up,"[0, 23)"
Fresh EBT - Food Stamp Balance,FINANCE,19870,7.4M,"1,000,000+",Free,0,Everyone,Finance,"July 24, 2018",2.9.5,4.0.3 and up,"[889, 26432)"
Super ball DZ,GAME,24,32M,"1,000+",Free,0,Teen,Action,"September 21, 2017",1.0.4,4.1 and up,"[23, 889)"
Nancy Drew Codes and Clues,FAMILY,154,16M,"10,000+",Free,0,Everyone,Educational;Education,"January 13, 2017",2.0.0,4.1 and up,"[23, 889)"
Skin Disease,BEAUTY,1,2.2M,100+,Free,0,Everyone,Beauty,"August 30, 2017",1.0,2.2 and up,"[0, 23)"
Fo File Manager,TOOLS,1916,364k,"100,000+",Free,0,Everyone,Tools,"December 31, 2015",1.8.8,2.1 and up,"[889, 26432)"
NCLEX-RN Q&A FLASH CARDS - FA Davis,MEDICAL,2,7.6M,"1,000+",Free,0,Everyone,Medical,"July 19, 2018",2.7.6,5.0 and up,"[0, 23)"
¿Es Vegan?,FOOD_AND_DRINK,438,1.7M,"10,000+",Free,0,Everyone,Food & Drink,"August 1, 2017",2.2.3,3.0 and up,"[23, 889)"
EZ Notes Lite,PRODUCTIVITY,69,3.5M,"1,000+",Free,0,Everyone,Productivity,"July 8, 2016",2.79,4.0 and up,"[23, 889)"
"HD Video Player (wmv,avi,mp4,flv,av,mpg,mkv)2017",VIDEO_PLAYERS,171,4.8M,"10,000+",Free,0,Everyone,Video Players & Editors,"August 10, 2017",1.1,4.1 and up,"[23, 889)"
Truck Simulator DT 3D,FAMILY,110,22M,"5,000+",Free,0,Everyone,Simulation,"April 23, 2017",1.0.6,2.3 and up,"[23, 889)"
CW Studio ®,COMMUNICATION,9,780k,100+,Paid,$0.99,Everyone,Communication,"May 19, 2015",1.2,2.3.3 and up,"[0, 23)"
ClanHQ,COMMUNICATION,560,37M,"10,000+",Free,0,Everyone,Communication,"July 25, 2018",1.0.21,4.4 and up,"[23, 889)"
Amazon for Tablets,SHOPPING,141613,22M,"10,000,000+",Free,0,Teen,Shopping,"July 31, 2018",16.14.0.850,4.4 and up,[26432+)
The Game of Life,GAME,18621,63M,"100,000+",Paid,$2.99,Everyone,Board,"July 4, 2018",2.1.2,4.4 and up,"[889, 26432)"
Z Champions,GAME,96028,59M,"1,000,000+",Free,0,Teen,Arcade,"May 28, 2018",Varies with device,4.0 and up,[26432+)
DG - Digital Coupons - Free Coupon and Discount,SHOPPING,38,1.1M,"10,000+",Free,0,Everyone,Shopping,"July 1, 2018",20.0,4.0 and up,"[23, 889)"
EG | Explore Folegandros,TRAVEL_AND_LOCAL,0,56M,0+,Paid,$3.99,Everyone,Travel & Local,"January 22, 2017",1.1.1,4.1 and up,"[0, 23)"
Farming Simulator 18,GAME,18125,15M,"100,000+",Paid,$4.99,Everyone,Simulation;Education,"July 9, 2018",Varies with device,4.4 and up,"[889, 26432)"
v-view,FAMILY,309,19M,"10,000+",Free,0,Everyone,Entertainment,"June 22, 2017",1.1.0.0402,4.2 and up,"[23, 889)"
Scratch-Off Guide for FL Lotto,FAMILY,25,5.6M,"5,000+",Free,0,Everyone,Entertainment,"July 4, 2018",1.11,4.0.3 and up,"[23, 889)"
New YAHTZEE® With Buddies Dice Game,GAME,42079,93M,"5,000,000+",Free,0,Everyone,Board,"July 5, 2018",5.6.5,4.1 and up,[26432+)
Santa Fe VIP Tours,TRAVEL_AND_LOCAL,1,22M,100+,Free,0,Everyone,Travel & Local,"August 19, 2017",2.8,4.0 and up,"[0, 23)"
CA UIM Mobile,BUSINESS,54,7.7M,"1,000+",Free,0,Everyone,Business,"February 29, 2016",8.4.1,4.0 and up,"[23, 889)"
WiseBanyan - Invest For Free,FINANCE,257,44M,"10,000+",Free,0,Everyone,Finance,"July 31, 2018",2.2.12,4.4W and up,"[23, 889)"
Wonder5 Masters R,FAMILY,1655,83M,"100,000+",Free,0,Everyone,Role Playing,"August 2, 2018",1.1.52,4.3 and up,"[889, 26432)"
"Math Quiz Free: Grades K,1,2,3",FAMILY,159,13M,"10,000+",Free,0,Everyone,Education;Education,"February 3, 2015",1.0,4.0 and up,"[23, 889)"
EU Mobile Money,FINANCE,460,6.1M,"100,000+",Free,0,Everyone,Finance,"July 16, 2018",1.6,4.0 and up,"[23, 889)"
Match™ Dating - Meet Singles,DATING,76646,Varies with device,"10,000,000+",Free,0,Mature 17+,Dating,"July 23, 2018",Varies with device,Varies with device,[26432+)
TeamWard – live help for LoL,FAMILY,3136,2.7M,"100,000+",Free,0,Everyone,Entertainment,"June 27, 2018",2.19.6,4.0.3 and up,"[889, 26432)"
Tennis Temple - Live Scores,SPORTS,5305,Varies with device,"100,000+",Free,0,Everyone,Sports,"May 18, 2018",Varies with device,Varies with device,"[889, 26432)"
CWT To Go,TRAVEL_AND_LOCAL,20313,57M,"100,000+",Free,0,Everyone,Travel & Local,"August 5, 2018",17.7.8,4.4 and up,"[889, 26432)"
Golden Dictionary (EN-AR),BOOKS_AND_REFERENCE,51269,6.1M,"1,000,000+",Free,0,Everyone,Books & Reference,"July 19, 2018",7.0.4.6,4.2 and up,[26432+)
Random Video Chat,DATING,3,16M,"1,000+",Free,0,Mature 17+,Dating,"July 15, 2018",4.20,4.0.3 and up,"[0, 23)"
Inventory & Barcode scanner & WIFI scanner,PRODUCTIVITY,1880,18M,"50,000+",Paid,$1.49,Everyone,Productivity,"July 1, 2018",6.08,4.3 and up,"[889, 26432)"
Fatal Raid - No.1 Mobile FPS,GAME,56496,81M,"1,000,000+",Free,0,Teen,Action,"August 7, 2018",1.5.447,4.0 and up,[26432+)
Builder (by Engineer.ai),PRODUCTIVITY,8,3.2M,100+,Free,0,Everyone,Productivity,"November 4, 2017",1.2-Release,4.1 and up,"[0, 23)"
Zooper Widget,PERSONALIZATION,30498,5.9M,"1,000,000+",Free,0,Everyone,Personalization,"March 11, 2015",2.60,3.2 and up,[26432+)
BEST CAR SOUNDS,AUTO_AND_VEHICLES,348,38M,"100,000+",Free,0,Everyone,Auto & Vehicles,"July 29, 2018",1.0.3,2.3 and up,"[23, 889)"
Al-Quran 30 Juz free copies,BOOKS_AND_REFERENCE,12322,27M,"500,000+",Free,0,Everyone,Books & Reference,"December 17, 2016",3.0,2.3 and up,"[889, 26432)"
Platincoin Wallet - PLC Group AG,LIBRARIES_AND_DEMO,375,15M,"10,000+",Free,0,Everyone,Libraries & Demo,"June 1, 2018",2.0.1,4.0.3 and up,"[23, 889)"
DT Freight,PRODUCTIVITY,0,54M,1+,Free,0,Everyone,Productivity,"November 29, 2017",8.0,4.0.3 and up,"[0, 23)"
BP Tracker-Symptoms & Solution,MEDICAL,34,3.2M,"1,000+",Free,0,Everyone,Medical,"October 12, 2016",1.2016,3.0 and up,"[23, 889)"
My love,TOOLS,163997,16M,"10,000,000+",Free,0,Everyone,Tools,"August 5, 2018",5.36,4.2 and up,[26432+)
E.U. Trademark Search Tool,BUSINESS,0,3.1M,10+,Free,0,Everyone,Business,"March 29, 2018",1.5,4.0.3 and up,"[0, 23)"
EU GDPR RiskCalc,BUSINESS,1,13M,50+,Free,0,Everyone,Business,"October 3, 2017",1.0.0,4.2 and up,"[0, 23)"
AT&T DriveMode,MAPS_AND_NAVIGATION,8465,8.9M,"10,000,000+",Free,0,Everyone,Maps & Navigation,"May 3, 2018",1.0.4.3,4.1 and up,"[889, 26432)"
Kawaii Easy Drawing : How to draw Step by Step,LIFESTYLE,34327,8.1M,"5,000,000+",Free,0,Everyone,Lifestyle,"July 17, 2018",2.5.1,4.0 and up,[26432+)
Foursquare Swarm: Check In,TRAVEL_AND_LOCAL,421800,Varies with device,"10,000,000+",Free,0,Teen,Travel & Local,"July 27, 2018",Varies with device,Varies with device,[26432+)
Photo Frame,PHOTOGRAPHY,74476,23M,"10,000,000+",Free,0,Everyone,Photography,"June 19, 2018",1.6,4.0 and up,[26432+)
Monefy - Money Manager,FINANCE,111254,7.4M,"1,000,000+",Free,0,Everyone,Finance,"July 3, 2018",1.8.9,4.0 and up,[26432+)
Free Books - Spirit Fanfiction and Stories,BOOKS_AND_REFERENCE,116507,5.0M,"1,000,000+",Free,0,Teen,Books & Reference,"August 1, 2018",2.0.075,4.0.3 and up,[26432+)
FG Finder,TOOLS,154,17M,"10,000+",Free,0,Everyone,Tools,"July 16, 2018",2.1.0,4.1 and up,"[23, 889)"
SwiftKey Keyboard,PRODUCTIVITY,2764964,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 2, 2018",Varies with device,Varies with device,[26432+)
K-9 Mail,COMMUNICATION,88427,5.1M,"5,000,000+",Free,0,Everyone,Communication,"January 6, 2018",5.403,4.0.3 and up,[26432+)
850 Sports News Digest,SPORTS,539,Varies with device,"10,000+",Free,0,Everyone,Sports,"August 23, 2016",Varies with device,Varies with device,"[23, 889)"
Shadow Fight 2,GAME,10979062,88M,"100,000,000+",Free,0,Everyone 10+,Action,"July 2, 2018",1.9.38,3.0 and up,[26432+)
DR TV,VIDEO_PLAYERS,6716,4.7M,"500,000+",Free,0,Mature 17+,Video Players & Editors,"June 25, 2018",3.0.6,4.4 and up,"[889, 26432)"
AV High School District,FAMILY,91,25M,"10,000+",Free,0,Everyone,Education,"April 5, 2018",5.2.002,4.1 and up,"[23, 889)"
Car Parking Nissan GT-R R35 Simulator,FAMILY,513,34M,"100,000+",Free,0,Everyone,Simulation,"December 5, 2017",1.0,4.0 and up,"[23, 889)"
EH Autolink,BUSINESS,1,921k,100+,Free,0,Everyone,Business,"March 11, 2016",1.0,3.0 and up,"[0, 23)"
Bubble Shooter DX,FAMILY,636,4.0M,"100,000+",Free,0,Everyone,Casual,"June 21, 2018",1.21,4.0.3 and up,"[23, 889)"
Messenger Messenger,SOCIAL,38826,7.0M,"10,000,000+",Free,0,Everyone,Social,"August 7, 2018",1.6,4.1 and up,[26432+)
Monitor Your Weight,HEALTH_AND_FITNESS,126017,4.3M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 5, 2018",4.9.8.1,4.0 and up,[26432+)
MK eCatalog,LIFESTYLE,6676,6.2M,"1,000,000+",Free,0,Everyone,Lifestyle,"February 21, 2018",3.0,4.2 and up,"[889, 26432)"
Lullaby Add-on for Sleep as Android,HEALTH_AND_FITNESS,2057,6.2M,"50,000+",Paid,$1.99,Everyone,Health & Fitness,"October 18, 2017",2.4,4.0 and up,"[889, 26432)"
Eh Amego!,GAME,13388,7.1M,"500,000+",Free,0,Everyone,Arcade,"August 24, 2015",2.0.5,2.2 and up,"[889, 26432)"
SPG: Starwood Hotels & Resorts,TRAVEL_AND_LOCAL,8258,22M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 3, 2018",v5.4.3,4.4 and up,"[889, 26432)"
Exposure Ed,MEDICAL,2,16M,500+,Free,0,Everyone,Medical,"July 17, 2018",1.2.9,4.4 and up,"[0, 23)"
BF games,FAMILY,262,29M,"50,000+",Free,0,Everyone,Puzzle,"November 1, 2017",1.1,4.0.3 and up,"[23, 889)"
Profile w/o crop for Telegram,PHOTOGRAPHY,348,1.5M,"10,000+",Free,0,Everyone,Photography,"April 11, 2014",3.1.50,2.3.3 and up,"[23, 889)"
Expense IQ Money Manager,FINANCE,21570,27M,"1,000,000+",Free,0,Everyone,Finance,"June 19, 2018",2.0.4,4.0 and up,"[889, 26432)"
Pineapple Pen,GAME,157264,65M,"10,000,000+",Free,0,Everyone,Arcade,"December 30, 2016",1.31,4.0.3 and up,[26432+)
Solitaire!,GAME,403911,23M,"10,000,000+",Free,0,Everyone,Card,"June 24, 2018",2.277.0,4.1 and up,[26432+)
Sword of Chaos - Lame du Chaos,GAME,23599,96M,"100,000+",Free,0,Teen,Action,"June 1, 2018",11.0.2,4.0 and up,"[889, 26432)"
World at War: WW2 Strategy MMO,FAMILY,107765,78M,"5,000,000+",Free,0,Everyone 10+,Strategy,"May 25, 2018",3.1.9,4.1 and up,[26432+)
Dr. Parker : Real car parking simulation,GAME,15829,95M,"1,000,000+",Free,0,Everyone,Racing,"July 24, 2018",1.29,4.0 and up,"[889, 26432)"
Hilltop AH,MEDICAL,0,29M,100+,Free,0,Everyone,Medical,"January 10, 2018",300000.0.96,4.0.3 and up,"[0, 23)"
Woody Puzzle,GAME,21262,29M,"1,000,000+",Free,0,Everyone,Puzzle,"August 3, 2018",1.0.9,4.4 and up,"[889, 26432)"
The DG Buddy,BUSINESS,3,11M,10+,Paid,$2.49,Everyone,Business,"June 30, 2014",v3,2.2 and up,"[0, 23)"
Planning Center Services,PRODUCTIVITY,5157,Varies with device,"500,000+",Free,0,Everyone,Productivity,"July 31, 2018",Varies with device,Varies with device,"[889, 26432)"
Super Ear Super Hearing,MEDICAL,122,980k,"10,000+",Free,0,Everyone,Medical,"July 13, 2018",1.4,4.0 and up,"[23, 889)"
Camera360: Selfie Photo Editor with Funny Sticker,PHOTOGRAPHY,4865093,51M,"100,000,000+",Free,0,Everyone,Photography,"August 6, 2018",9.3.1,4.0.3 and up,[26432+)
AC Remote for Midea - NOW FREE,TOOLS,448,26M,"100,000+",Free,0,Everyone,Tools,"July 30, 2018",6.1.7,4.2 and up,"[23, 889)"
DH Texas Poker - Texas Hold'em,GAME,562345,Varies with device,"10,000,000+",Free,0,Teen,Casino,"July 23, 2018",Varies with device,Varies with device,[26432+)
OWLIE BOO,FAMILY,834,22M,"100,000+",Free,0,Everyone,Puzzle;Education,"March 15, 2018",1.8.11,4.0 and up,"[23, 889)"
CE KISIO,LIFESTYLE,1,24M,100+,Free,0,Everyone,Lifestyle,"February 5, 2018",1.0.1,4.1 and up,"[0, 23)"
BZ Fingers,GAME,15,3.2M,50+,Free,0,Everyone,Arcade,"July 5, 2017",1.3,4.0.3 and up,"[0, 23)"
Yandex.Disk,PRODUCTIVITY,115072,Varies with device,"5,000,000+",Free,0,Everyone,Productivity,"July 31, 2018",Varies with device,Varies with device,[26432+)
ES Holo Theme,TOOLS,11449,1.7M,"500,000+",Free,0,Everyone,Tools,"February 2, 2016",2.0.4,2.0 and up,"[889, 26432)"
Step By Step Hairstyles For Women,BEAUTY,66,2.9M,"10,000+",Free,0,Everyone,Beauty,"April 5, 2018",3.1.89,4.0.3 and up,"[23, 889)"
CF Chat: Connecting Friends,COMMUNICATION,5,2.4M,100+,Free,0,Teen,Communication,"April 27, 2016",1.4,2.3 and up,"[0, 23)"
Pino chess,FAMILY,61,25M,"1,000+",Free,0,Everyone,Casual;Brain Games,"January 26, 2017",0.1.0,4.0 and up,"[23, 889)"
OTOME of Ikemen cafe,FAMILY,1318,24M,"50,000+",Free,0,Teen,Simulation,"March 5, 2018",1.0.21,4.1 and up,"[889, 26432)"
Current debit card and app made for teens,FINANCE,685,21M,"50,000+",Free,0,Everyone,Finance,"August 3, 2018",3.0.22,4.4 and up,"[23, 889)"
CR Magazine,BUSINESS,1,7.8M,100+,Free,0,Everyone,Business,"July 23, 2014",2.4.2,2.3.3 and up,"[0, 23)"
Angry Birds Rio,GAME,2610526,46M,"100,000,000+",Free,0,Everyone,Arcade,"July 3, 2018",2.6.9,4.1 and up,[26432+)
Wallpapers AK 47 Guns,PERSONALIZATION,37,15M,"5,000+",Free,0,Teen,Personalization,"February 26, 2017",1.0,4.1 and up,"[23, 889)"
All Type DP,FAMILY,1853,5.8M,"500,000+",Free,0,Everyone,Entertainment,"May 10, 2018",1.8,4.0 and up,"[889, 26432)"
FN,BUSINESS,14,3.3M,50+,Free,0,Everyone,Business,"February 1, 2018",1.0,4.0 and up,"[0, 23)"
"Parallel U - App Cloner, Duals APP, tarallel",TOOLS,3315,5.1M,"500,000+",Free,0,Everyone,Tools,"May 15, 2018",1.0.24,4.1 and up,"[889, 26432)"
Start Meeting,BUSINESS,308,14M,"50,000+",Free,0,Everyone,Business,"May 29, 2018",3.1.4.0,4.0.3 and up,"[23, 889)"
"Red Bull TV: Live Sports, Music & Entertainment",ENTERTAINMENT,42050,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,"August 3, 2018",Varies with device,Varies with device,[26432+)
Dz kayas,FINANCE,0,14M,1+,Paid,$28.99,Everyone,Finance,"July 12, 2018",1.0,4.2 and up,"[0, 23)"
FeaturePoints: Free Gift Cards,FAMILY,121321,46M,"5,000,000+",Free,0,Everyone,Entertainment,"October 22, 2016",8.7,4.0.3 and up,[26432+)
ONScripter Plus (Ad Free),GAME,100,17M,"1,000+",Paid,$3.99,Everyone,Adventure,"April 7, 2016",1.2.4,4.1 and up,"[23, 889)"
X Launcher Prime: With OS Style Theme & No Ads,ART_AND_DESIGN,149,3.5M,"1,000+",Paid,$1.99,Everyone,Art & Design,"July 30, 2018",1.2.2,4.1 and up,"[23, 889)"
Network Signal Info,TOOLS,33926,17M,"1,000,000+",Free,0,Everyone,Tools,"August 3, 2018",4.78.06,4.2 and up,[26432+)
FQ - Football Quiz,SPORTS,1,9.0M,1+,Free,0,Everyone,Sports,"May 29, 2018",1.0,5.0 and up,"[0, 23)"
MYCU TX Mobile Banking,FINANCE,4,Varies with device,100+,Free,0,Everyone,Finance,"August 1, 2018",1.0.2,Varies with device,"[0, 23)"
Files Go by Google: Free up space on your phone,TOOLS,315585,8.5M,"10,000,000+",Free,0,Everyone,Tools,"July 18, 2018",1.0.204375696,5.0 and up,[26432+)
UP EB Bill Payment & Details,SOCIAL,3,2.4M,50+,Free,0,Teen,Social,"July 11, 2018",2.0,4.0 and up,"[0, 23)"
AC CE BJT Actorial,FAMILY,1,1.4M,50+,Paid,$2.00,Everyone,Education,"September 27, 2015",2.4,1.6 and up,"[0, 23)"
FG. Chic - House Lounge Musique - Radios de France,FAMILY,1,6.5M,50+,Free,0,Everyone,Entertainment,"June 9, 2018",1.0,4.2 and up,"[0, 23)"
BSc Ag Entrance Preparation,FAMILY,138,6.2M,"10,000+",Free,0,Everyone,Education,"May 31, 2018",3.7,4.1 and up,"[23, 889)"
Critical Ops,GAME,1397944,50M,"10,000,000+",Free,0,Teen,Action,"July 31, 2018",0.9.10.f96,4.4 and up,[26432+)
Sky News,NEWS_AND_MAGAZINES,30287,19M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"August 3, 2018",4.11.0.611033,4.1 and up,[26432+)
Real Estate sale & rent Trovit,HOUSE_AND_HOME,65913,7.7M,"5,000,000+",Free,0,Everyone,House & Home,"July 16, 2018",4.47.3,4.0.3 and up,[26432+)
VPN Free - Betternet Hotspot VPN & Private Browser,TOOLS,801054,8.9M,"10,000,000+",Free,0,Everyone,Tools,"August 1, 2018",4.3.0,4.1 and up,[26432+)
Puzzles Volvo FH 16 Trucks,FAMILY,10,8.2M,"1,000+",Free,0,Teen,Puzzle,"December 2, 2016",1.0,4.0 and up,"[0, 23)"
Skywatch BL,WEATHER,15,10M,"1,000+",Free,0,Everyone,Weather,"February 20, 2017",1.1.6,4.4 and up,"[0, 23)"
Maher EL Mouaikly - Offline,FAMILY,166,2.6M,"10,000+",Free,0,Everyone,Entertainment,"May 24, 2017",1.1.0,3.1 and up,"[23, 889)"
EZ Screenshot,TOOLS,55,1.4M,"5,000+",Free,0,Everyone,Tools,"September 12, 2017",1.1.4,5.0 and up,"[23, 889)"
Morse Code Reader,COMMUNICATION,1436,20k,"100,000+",Free,0,Everyone,Communication,"August 26, 2013",1.0,1.6 and up,"[889, 26432)"
Burn Your Fat With Me! FG,HEALTH_AND_FITNESS,38487,60M,"1,000,000+",Free,0,Teen,Health & Fitness,"July 3, 2018",5.1.0,4.1 and up,[26432+)
"AE + Aerie: Jeans, Dresses, Swimsuits & Bralettes",SHOPPING,20476,28M,"1,000,000+",Free,0,Everyone,Shopping,"July 17, 2018",5.6.0,4.4 and up,"[889, 26432)"
Super AR,FAMILY,410,28M,"10,000+",Free,0,Teen,Entertainment,"December 18, 2017",2.1,4.0 and up,"[23, 889)"
EB Demo for Android,FAMILY,0,13M,10+,Free,0,Teen,Entertainment,"May 17, 2017",1.0,4.1 and up,"[0, 23)"
Ah Ha Block,FAMILY,2,16M,100+,Free,0,Everyone,Casual,"July 9, 2017",1.0,4.0 and up,"[0, 23)"
CU of Colorado Mobile Banking,FINANCE,347,25M,"10,000+",Free,0,Everyone,Finance,"February 6, 2018",4.11.100,4.1 and up,"[23, 889)"
Cameringo+ Filters Camera,PHOTOGRAPHY,28107,5.7M,"500,000+",Paid,$2.99,Everyone,Photography,"June 11, 2018",2.8.26,4.0 and up,[26432+)
Jagobd - Bangla TV(Official),FAMILY,39109,4.0M,"1,000,000+",Free,0,Everyone,Entertainment,"December 20, 2017",6.5,4.0 and up,[26432+)
Diligan CD VR,MEDICAL,1,46M,50+,Free,0,Everyone,Medical,"May 21, 2018",1.0,4.4 and up,"[0, 23)"
Bo Aung Din,EVENTS,110,2.6M,"5,000+",Free,0,Teen,Events,"June 5, 2018",Version 1.3.1,4.0.3 and up,"[23, 889)"
Samsung TV AV Guide 2016,TOOLS,27,3.4M,"5,000+",Free,0,Everyone,Tools,"May 17, 2016",1.1.6,4.0.3 and up,"[23, 889)"
BR Ambedkar Biography & Quotes,BOOKS_AND_REFERENCE,156,2.1M,"10,000+",Free,0,Everyone,Books & Reference,"June 11, 2018",2.0,2.3 and up,"[23, 889)"
BQ-መጽሐፍ ቅዱሳዊ ጥያቄዎች,GAME,191,7.2M,"5,000+",Free,0,Everyone,Trivia,"July 31, 2018",4.1.2,4.1 and up,"[23, 889)"
Cover Fire: offline shooting games for free,GAME,725897,31M,"10,000,000+",Free,0,Teen,Action,"August 3, 2018",1.8.20,4.1 and up,[26432+)
FD Fotografia,PHOTOGRAPHY,2,4.2M,100+,Free,0,Everyone,Photography,"January 17, 2018",0.0.9,4.1 and up,"[0, 23)"
BL Banking DES,FINANCE,3,5.5M,100+,Free,0,Everyone,Finance,"July 18, 2018",2.3,4.0 and up,"[0, 23)"
HTC File Manager,PRODUCTIVITY,13500,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"December 11, 2017",Varies with device,Varies with device,"[889, 26432)"
File Manager -- Take Command of Your Files Easily,TOOLS,127223,7.6M,"10,000,000+",Free,0,Everyone,Tools,"August 3, 2018",v7.0.7.1.0625.1_06_0629,5.0 and up,[26432+)
Pregnancy Tracker & Countdown to Baby Due Date,PARENTING,658087,62M,"10,000,000+",Free,0,Everyone,Parenting,"May 24, 2018",3.15.1,5.0 and up,[26432+)
Find&Save - Local Shopping,SHOPPING,4602,6.2M,"500,000+",Free,0,Everyone,Shopping,"December 22, 2017",3.0.0,4.1 and up,"[889, 26432)"
mySugr: the blood sugar tracker made just for you,MEDICAL,21189,36M,"1,000,000+",Free,0,Everyone,Medical,"August 6, 2018",3.52.1,5.0 and up,"[889, 26432)"
Scale Models DB,TOOLS,9,33M,50+,Paid,$2.99,Everyone,Tools,"May 3, 2018",0.6.2,4.3 and up,"[0, 23)"
