Category,Rating,Reviews,Content Rating,Genres,Current Ver,NewSize,InstallNews,PriceNew,LastUpdatedYear,LastUpdatedMonth,LastUpdatedDay,AndroidVerNew,review_group_new,TypeNew
FAMILY,1.0,8,Everyone,Education,1.0.2,7400000.0,50,0.0,2018,8,7,4.1,1,0
GAME,1.0,804,Everyone,Action,1.0.4,27000000.0,10000,0.0,2018,7,18,4.0,2,0
MEDICAL,1.0,6,Everyone,Medical,1.3.5,23000000.0,100,0.0,2018,7,20,5.0,1,0
TOOLS,1.0,1250,Everyone,Tools,1.0.1,241000.0,50000,0.0,2018,3,6,4.0,3,0
VIDEO_PLAYERS,1.0,9879473,Teen,Video Players & Editors,7.2.1,40000000.0,100000000,0.0,2018,8,4,4.1,4,0
PRODUCTIVITY,1.0,17415,Everyone,Productivity,3.5.9,4099999.9999999995,1000000,0.0,2018,7,5,4.0,3,0
FAMILY,1.0,141363,Everyone,Casual;Action & Adventure,1.20.2,8700000.0,10000000,0.0,2018,1,21,2.3,4,0
BOOKS_AND_REFERENCE,1.0,29551,Everyone,Books & Reference,1.0.7,67000000.0,1000000,0.0,2018,4,6,4.0,4,0
HOUSE_AND_HOME,1.0,174,Everyone,House & Home,1.1,8700000.0,10000,0.0,2018,7,26,2.3,2,0
TOOLS,0.0,7,Everyone,Tools,1.2.0,81000.0,100,4.99,2011,5,12,1.5,1,1
COMMUNICATION,1.0,9642995,Everyone,Communication,Varies with device,12000000.0,1000000000,0.0,2018,8,1,4.0,4,0
MAPS_AND_NAVIGATION,1.0,38,Everyone,Maps & Navigation,2.0.148.0,9800000.0,5000,0.0,2018,6,13,4.0,2,0
FAMILY,1.0,41,Everyone,Education,2.6.5,11000000.0,1000,0.0,2017,6,15,4.1,2,0
EDUCATION,1.0,206527,Everyone 10+,Education,13.9.0.161,21000000.0,10000000,0.0,2018,8,1,5.0,4,0
HOUSE_AND_HOME,0.0,2758,Everyone,House & Home,4.2.3,8600000.0,500000,0.0,2018,6,25,4.0,3,0
DATING,1.0,0,Mature 17+,Dating,4.5.0,4400000.0,10,0.0,2018,7,19,4.0,1,0
COMMUNICATION,1.0,14873,Everyone,Communication,Varies with device,12000000.0,1000000,0.0,2018,7,12,4.0,3,0
COMICS,0.0,28447,Teen,Comics,Varies with device,15000000.0,1000000,0.0,2018,7,31,4.0,4,0
GAME,0.0,263907,Everyone 10+,Action,3.0.4,62000000.0,10000000,0.0,2016,11,1,4.0,4,0
FAMILY,0.0,16063,Teen,Casual,3.0,3800000.0,1000000,0.0,2016,6,2,2.3,3,0
PERSONALIZATION,0.0,168,Teen,Personalization,1.0,2100000.0,50000,0.0,2015,3,27,2.3,2,0
TOOLS,1.0,2132,Everyone,Tools,1.3,103000.0,100000,0.0,2013,7,3,2.1,3,0
VIDEO_PLAYERS,1.0,53006,Everyone,Video Players & Editors,1.5.1,44000000.0,1000000,0.0,2018,8,3,4.4,4,0
FINANCE,1.0,137,Everyone,Finance,2.4.3,400000.0,10000,0.0,2013,6,26,1.6,2,0
HEALTH_AND_FITNESS,1.0,95201,Everyone,Health & Fitness,2.4.1,61000000.0,5000000,0.0,2018,7,9,4.1,4,0
BOOKS_AND_REFERENCE,1.0,87873,Teen,Books & Reference,Varies with device,12000000.0,10000000,0.0,2018,5,28,4.0,4,0
COMMUNICATION,0.0,7,Everyone,Communication,2.1,4300000.0,500,0.0,2017,10,2,4.1,1,0
TOOLS,0.0,11187,Everyone,Tools,V1.7.6,7300000.0,1000000,0.0,2017,3,17,4.0,3,0
GAME,0.0,466,Everyone,Arcade,1.00.02,28000000.0,10000,0.99,2017,3,28,4.1,2,1
GAME,0.0,404,Everyone,Arcade,1.2,2200000.0,100000,0.0,2017,8,30,4.0,2,0
FAMILY,1.0,6973,Everyone,Casual,Varies with device,12000000.0,100000,0.0,2017,10,20,4.0,3,0
TOOLS,1.0,2158,Everyone,Tools,2.0,3000000.0,100000,0.0,2018,3,7,4.3,3,0
TOOLS,0.0,2055,Everyone,Tools,2.44,2600000.0,100000,0.0,2018,4,9,4.0,3,0
SHOPPING,1.0,1,Everyone,Shopping,1.0,1100000.0,10,0.0,2018,7,11,4.0,1,0
BUSINESS,1.0,0,Everyone,Business,1.0,68000000.0,10,0.0,2018,6,11,4.0,1,0
FINANCE,1.0,24729,Everyone,Finance,6.7.0,32000000.0,1000000,0.0,2018,8,3,5.0,3,0
SHOPPING,1.0,5618,Teen,Shopping,Copyright,4600000.0,500000,0.0,2018,5,9,4.1,3,0
TRAVEL_AND_LOCAL,1.0,7153,Everyone,Travel & Local,Varies with device,12000000.0,1000000,0.0,2018,7,30,4.0,3,0
EVENTS,1.0,8800,Everyone,Events,11.1.1,24000000.0,1000000,0.0,2018,7,17,5.0,3,0
GAME,1.0,1986068,Teen,Casino,21.54,52000000.0,50000000,0.0,2018,7,25,4.1,4,0
FAMILY,0.0,127229,Everyone,Casual,1.1.14,34000000.0,10000000,0.0,2017,9,7,4.0,4,0
ENTERTAINMENT,0.0,11656,Everyone,Entertainment,1.02,4500000.0,1000000,0.0,2018,1,20,4.0,3,0
FAMILY,0.0,31552,Teen,Entertainment,Varies with device,12000000.0,1000000,0.0,2018,7,23,4.4,4,0
HOUSE_AND_HOME,1.0,39123,Everyone,House & Home,Varies with device,12000000.0,1000000,0.0,2018,8,3,4.0,4,0
FAMILY,1.0,200450,Everyone,Casual;Pretend Play,1.39,25000000.0,10000000,0.0,2018,7,26,4.1,4,0
PERSONALIZATION,1.0,8,Everyone,Personalization,3.1,4500000.0,1000,0.0,2018,5,21,4.0,1,0
TOOLS,1.0,0,Everyone,Tools,1.0,1400000.0,50,0.0,2017,5,27,4.1,1,0
MEDICAL,0.0,102,Everyone,Medical,1.2,1200000.0,10000,0.0,2017,7,9,4.4,2,0
FAMILY,0.0,159,Everyone,Education,2.3,39000000.0,5000,0.0,2015,12,8,2.3,2,0
GAME,0.0,145,Everyone,Action,1.7.6,79000000.0,10000,0.0,2018,7,30,4.4,2,0
FAMILY,1.0,2557,Everyone 10+,Adventure;Action & Adventure,Varies with device,5800000.0,50000,4.99,2016,5,9,4.0,3,1
SPORTS,1.0,1,Everyone,Sports,1.0,26000000.0,5,0.0,2018,2,21,4.1,1,0
TOOLS,1.0,0,Everyone,Tools,0.9.2,2200000.0,100,0.0,2017,3,11,4.0,1,0
FAMILY,1.0,374,Everyone,Education,1.0,26000000.0,100000,0.0,2017,10,9,4.0,2,0
ART_AND_DESIGN,1.0,967,Everyone,Art & Design;Creativity,1.1,2800000.0,100000,0.0,2018,6,20,4.4,3,0
TOOLS,0.0,415,Everyone,Tools,7.0,2700000.0,50000,0.0,2017,6,1,2.3,2,0
TRAVEL_AND_LOCAL,1.0,9235155,Everyone,Travel & Local,Varies with device,12000000.0,1000000000,0.0,2018,7,31,4.0,4,0
COMICS,1.0,9952,Everyone 10+,Comics,4.3.0,38000000.0,500000,0.0,2018,7,31,4.1,3,0
SHOPPING,1.0,5916606,Teen,Shopping,Varies with device,12000000.0,100000000,0.0,2018,8,6,4.0,4,0
EDUCATION,1.0,656,Everyone,Education,1.1,556000.0,10000,0.0,2014,7,11,2.2,2,0
MAPS_AND_NAVIGATION,0.0,181,Everyone,Maps & Navigation,4.0.4,9800000.0,10000,0.0,2018,7,6,4.1,2,0
SPORTS,1.0,133825,Everyone 10+,Sports,6.17.2,34000000.0,10000000,0.0,2018,7,25,4.4,4,0
MEDICAL,1.0,0,Everyone,Medical,300000.0.97,12000000.0,50,0.0,2018,2,2,4.0,1,0
FAMILY,1.0,18612,Everyone,Puzzle,1.57,8500000.0,100000,1.49,2015,7,28,2.3,3,1
COMMUNICATION,1.0,4,Everyone,Communication,2.07,3800000.0,100,0.0,2018,2,1,4.1,1,0
BUSINESS,1.0,25,Everyone,Business,1.0.3,7900000.0,5000,0.0,2018,1,19,4.0,2,0
SOCIAL,1.0,83488,Everyone,Social,Varies with device,12000000.0,5000000,0.0,2018,7,24,4.0,4,0
PRODUCTIVITY,1.0,93,Everyone,Productivity,2.3.14,14000000.0,1000,0.0,2018,7,17,4.3,2,0
PERSONALIZATION,1.0,294701,Teen,Personalization,2.85,5100000.0,10000000,0.0,2018,3,17,4.0,4,0
GAME,0.0,4490,Everyone 10+,Action,1.18.1,92000000.0,100000,0.0,2017,9,21,4.1,3,0
EDUCATION,1.0,31085,Everyone,Education;Pretend Play,1.5-play,24000000.0,500000,3.99,2018,7,6,4.4,4,1
TOOLS,0.0,43,Everyone,Tools,3.1.8,2300000.0,5000,0.0,2017,10,10,4.1,2,0
BUSINESS,1.0,10,Everyone,Business,1.3.0,2800000.0,100,0.0,2018,4,11,4.1,1,0
SPORTS,1.0,1904,Everyone,Sports,2.0.22,9900000.0,100000,0.0,2018,6,11,2.3,3,0
TRAVEL_AND_LOCAL,0.0,16815,Everyone,Travel & Local,3.1.3,28000000.0,1000000,0.0,2018,7,15,5.0,3,0
FAMILY,1.0,498,Everyone,Education,2.0,5000000.0,50000,0.0,2017,10,15,4.0,2,0
FINANCE,1.0,2,Everyone,Finance,1.1,2000000.0,100,0.0,2016,3,30,4.0,1,0
TOOLS,1.0,2,Everyone,Tools,1.0.5,42000000.0,1000,0.0,2017,12,15,4.4,1,0
LIFESTYLE,0.0,592,Everyone,Lifestyle,1.0.23,2500000.0,100000,0.0,2018,1,2,2.3,2,0
FINANCE,1.0,1,Everyone,Finance,1.0,23000000.0,100,0.0,2018,3,16,4.1,1,0
GAME,1.0,98123,Teen,Arcade,1.7.0,40000000.0,10000000,0.0,2018,5,25,4.1,4,0
GAME,0.0,41683,Everyone,Arcade,1.67,63000000.0,1000000,0.0,2017,2,2,2.3,4,0
SPORTS,0.0,2487,Everyone,Sports,12.0,27000000.0,1000000,0.0,2018,8,3,4.0,3,0
TOOLS,1.0,40676,Everyone,Tools,2.27.1,25000000.0,1000000,0.0,2018,7,5,4.1,4,0
PHOTOGRAPHY,1.0,1075277,Mature 17+,Photography,4.21,47000000.0,100000000,0.0,2018,8,3,4.1,4,0
NEWS_AND_MAGAZINES,1.0,386,Everyone,News & Magazines,3.2,6000000.0,50000,0.0,2017,10,27,4.1,2,0
HEALTH_AND_FITNESS,1.0,10445,Everyone,Health & Fitness,112.0,48000000.0,500000,0.0,2018,7,2,4.4,3,0
MEDICAL,0.0,343,Everyone,Medical,3.3.1,26000000.0,50000,0.0,2018,5,1,4.1,2,0
LIFESTYLE,0.0,22,Everyone,Lifestyle,1.0,2500000.0,10000,0.0,2016,9,6,3.0,1,0
PARENTING,1.0,1413,Mature 17+,Parenting,2.9.9,14000000.0,100000,0.0,2018,7,20,4.1,3,0
COMMUNICATION,1.0,125232,Everyone,Communication,196,2700000.0,10000000,0.0,2017,3,5,2.1,4,0
TOOLS,1.0,24,Everyone,Tools,1.1.3,3200000.0,5000,0.0,2018,6,13,4.3,2,0
FAMILY,0.0,46,Everyone,Puzzle,1.0.6,20000000.0,10000,2.99,2018,1,29,2.3,2,1
FAMILY,1.0,435,Everyone,Education,3.1.0,17000000.0,50000,0.0,2018,6,21,4.1,2,0
FAMILY,1.0,55,Everyone,Casual,2.2.9,3300000.0,1000,0.0,2018,7,24,4.4,2,0
GAME,1.0,194969,Everyone 10+,Action,1.4.0,30000000.0,10000000,0.0,2018,1,29,4.1,4,0
PRODUCTIVITY,1.0,3031,Everyone,Productivity,Varies with device,12000000.0,500000,0.0,2018,3,23,4.0,3,0
PERSONALIZATION,1.0,3,Everyone,Personalization,1.0,9200000.0,100,0.0,2017,7,29,2.3,1,0
FINANCE,1.0,0,Everyone,Finance,4.0,1600000.0,10,0.0,2017,4,17,4.1,1,0
LIFESTYLE,1.0,0,Everyone,Lifestyle,1.0.7,10000000.0,10,0.0,2017,10,4,4.1,1,0
PHOTOGRAPHY,1.0,1320,Everyone,Photography,2.1.9,9500000.0,50000,0.0,2018,6,27,4.1,3,0
WEATHER,1.0,178934,Everyone,Weather,Varies with device,12000000.0,10000000,0.0,2018,8,4,4.0,4,0
TRAVEL_AND_LOCAL,0.0,421,Everyone,Travel & Local,4.4.15,53000000.0,100000,0.0,2018,3,9,4.1,2,0
GAME,1.0,4920817,Everyone 10+,Arcade,Varies with device,12000000.0,100000000,0.0,2018,6,15,4.0,4,0
FAMILY,1.0,3053,Everyone,Education,1.7,17000000.0,50000,0.0,2018,7,3,4.2,3,0
PERSONALIZATION,1.0,2,Teen,Personalization,1.0,17000000.0,100,0.0,2016,6,9,2.3,1,0
FAMILY,0.0,1123,Everyone,Board;Brain Games,4.2,5700000.0,100000,0.0,2016,9,8,2.3,3,0
GAME,1.0,32551,Mature 17+,Role Playing,1.93,35000000.0,500000,0.0,2018,7,12,4.4,4,0
SOCIAL,1.0,5637451,Teen,Social,8.0.0,59000000.0,100000000,0.0,2018,8,3,4.1,4,0
FAMILY,1.0,48754,Everyone,Arcade;Action & Adventure,1.5.2,9300000.0,100000,0.99,2014,10,7,2.3,4,1
GAME,1.0,348962,Mature 17+,Action,1.08,26000000.0,1000000,6.99,2015,3,21,3.0,4,1
FOOD_AND_DRINK,1.0,0,Teen,Food & Drink,Varies with device,12000000.0,10,0.0,2018,7,18,4.0,1,0
ENTERTAINMENT,1.0,7813,Teen,Entertainment,Varies with device,12000000.0,500000,0.0,2018,7,27,4.0,3,0
HEALTH_AND_FITNESS,1.0,1203,Everyone,Health & Fitness,1.2,6500000.0,500000,0.0,2016,10,16,2.3,3,0
GAME,1.0,364,Everyone 10+,Action,Varies with device,67000000.0,50000,0.0,2018,5,23,4.0,2,0
LIFESTYLE,1.0,179139,Everyone,Lifestyle,3.5.3,9700000.0,5000000,0.0,2017,11,1,4.0,4,0
FAMILY,1.0,9149,Everyone,Simulation,1.3,80000000.0,1000000,0.0,2017,3,15,2.3,3,0
FAMILY,0.0,4,Everyone,Entertainment,1,8000000.0,1000,0.0,2017,6,8,4.1,1,0
VIDEO_PLAYERS,0.0,13205,Teen,Video Players & Editors,6.2.2.17136,44000000.0,1000000,0.0,2018,7,31,3.0,3,0
NEWS_AND_MAGAZINES,1.0,63020,Everyone 10+,News & Magazines,Varies with device,12000000.0,5000000,0.0,2018,2,13,4.0,4,0
NEWS_AND_MAGAZINES,0.0,160,Everyone 10+,News & Magazines,1.3.2,32000000.0,50000,0.0,2018,5,24,4.4,2,0
MEDICAL,1.0,1361,Everyone,Medical,2.4.4,33000000.0,50000,2.99,2018,7,17,4.0,3,1
FINANCE,0.0,253,Everyone,Finance,4.6.68,25000000.0,10000,0.0,2018,5,2,4.0,2,0
FAMILY,1.0,6078,Everyone,Entertainment,2.0.0,37000000.0,500000,0.0,2017,11,10,4.1,3,0
ENTERTAINMENT,1.0,182103,Everyone,Entertainment;Music & Video,Varies with device,12000000.0,10000000,0.0,2018,7,30,4.0,4,0
FAMILY,1.0,3484,Everyone,Entertainment;Action & Adventure,1.0.1,56000000.0,1000000,0.0,2017,3,7,4.0,3,0
FAMILY,1.0,5227,Everyone,Education,1.0,1900000.0,500000,0.0,2015,11,20,4.0,3,0
DATING,1.0,182986,Mature 17+,Dating,5.0.8,77000000.0,5000000,0.0,2018,8,2,4.1,4,0
BUSINESS,1.0,46505,Everyone,Business,3.4.49,19000000.0,1000000,0.0,2018,8,2,4.1,4,0
SPORTS,1.0,21733,Mature 17+,Sports,Varies with device,12000000.0,1000000,0.0,2018,6,29,4.0,3,0
FOOD_AND_DRINK,1.0,11707,Everyone,Food & Drink,Varies with device,12000000.0,100000,0.0,2018,6,24,4.0,3,0
MEDICAL,0.0,78,Everyone,Medical,2.2.12,72000000.0,50000,0.0,2018,6,27,4.4,2,0
TRAVEL_AND_LOCAL,0.0,2719,Teen,Travel & Local,5.14.1,17000000.0,100000,0.0,2018,8,2,4.2,3,0
FOOD_AND_DRINK,1.0,155944,Everyone,Food & Drink,7.12,35000000.0,5000000,0.0,2018,8,2,5.0,4,0
ENTERTAINMENT,0.0,9941,Teen,Entertainment,Varies with device,12000000.0,1000000,0.0,2017,7,7,4.0,3,0
GAME,1.0,309176,Everyone 10+,Simulation,1.3.15,70000000.0,5000000,0.0,2018,8,2,4.4,4,0
PHOTOGRAPHY,1.0,1517369,Everyone,Photography,Varies with device,12000000.0,100000000,0.0,2018,3,6,4.0,4,0
TOOLS,1.0,55,Everyone,Tools,2.01.0.2,25000000.0,1000,0.0,2018,6,29,4.1,2,0
PRODUCTIVITY,1.0,2,Everyone,Productivity,1.2,34000000.0,50,0.0,2017,12,4,4.0,1,0
TOOLS,0.0,23348,Everyone,Tools,3.48,3200000.0,5000000,0.0,2018,7,4,4.0,3,0
BUSINESS,1.0,159872,Everyone,Business,Varies with device,12000000.0,10000000,0.0,2018,7,31,4.0,4,0
FINANCE,1.0,64959,Everyone,Finance,5.0.1,39000000.0,1000000,0.0,2018,6,18,4.1,4,0
FAMILY,0.0,10447,Everyone,Simulation;Action & Adventure,1.0.4,36000000.0,1000000,0.0,2016,2,18,2.3,3,0
BUSINESS,1.0,25,Everyone,Business,1.5,12000000.0,5000,0.0,2018,6,9,4.4,2,0
FINANCE,1.0,90,Everyone,Finance,5.9.1.0,13000000.0,5000,0.0,2018,5,30,5.0,2,0
PRODUCTIVITY,1.0,37277,Everyone,Productivity,2.3.1,13000000.0,1000000,0.0,2018,2,26,4.0,4,0
TOOLS,0.0,382,Everyone,Tools,1.9,3100000.0,100000,0.0,2018,2,4,4.0,2,0
TOOLS,1.0,14,Everyone,Tools,2.2,2900000.0,500,0.99,2017,10,26,4.0,1,1
FINANCE,1.0,4,Everyone,Finance,1.0.0,11000000.0,50,0.0,2018,5,25,4.4,1,0
PRODUCTIVITY,0.0,5,Everyone,Productivity,2,11000000.0,100,2.99,2016,9,26,3.2,1,1
PRODUCTIVITY,0.0,2046,Everyone,Productivity,1.10.1,60000000.0,100000,0.0,2018,6,11,4.4,3,0
GAME,1.0,559,Everyone 10+,Action,1.0.7,32000000.0,100000,0.0,2018,8,3,4.0,2,0
BUSINESS,0.0,104,Everyone,Business,2.0,5300000.0,10000,0.0,2015,5,14,2.2,2,0
GAME,0.0,454,Teen,Arcade,1.0,27000000.0,10000,0.0,2014,12,2,2.3,2,0
PRODUCTIVITY,1.0,287250,Everyone,Productivity,Varies with device,12000000.0,50000000,0.0,2018,5,9,4.0,4,0
FINANCE,1.0,460,Everyone,Finance,5.9.1.0,12000000.0,10000,0.0,2018,6,26,5.0,2,0
GAME,1.0,1092106,Everyone,Word,2.400.022,43000000.0,50000000,0.0,2018,7,28,4.4,4,0
AUTO_AND_VEHICLES,0.0,9,Everyone,Auto & Vehicles,2.2.0,8400000.0,100,0.0,2018,3,23,5.0,1,0
BUSINESS,1.0,0,Everyone,Business,1.0.0,5800000.0,10,0.0,2017,12,13,4.0,1,0
HEALTH_AND_FITNESS,1.0,6,Teen,Health & Fitness,1.0.7,9700000.0,100,0.0,2018,4,24,5.0,1,0
MEDICAL,1.0,84,Everyone,Medical,2.7.36,6100000.0,10000,0.0,2017,12,11,4.1,2,0
MEDICAL,1.0,578,Everyone,Medical,7.0.1,704000.0,10000,0.99,2014,11,30,2.2,2,1
FAMILY,1.0,97,Everyone,Board;Brain Games,2.4.15,3500000.0,1000,2.99,2018,3,30,4.0,2,1
AUTO_AND_VEHICLES,0.0,4806,Everyone,Auto & Vehicles,4.0.3,35000000.0,1000000,0.0,2018,7,31,4.0,3,0
SPORTS,1.0,342909,Everyone,Sports,4.3.1,6000000.0,10000000,0.0,2018,8,3,4.4,4,0
FAMILY,1.0,15,Teen,Education,7.4,4099999.9999999995,1000,0.0,2017,11,10,2.3,1,0
SPORTS,1.0,200,Everyone,Sports,3.9.1,3000000.0,1000,2.49,2018,8,2,5.0,2,1
PERSONALIZATION,1.0,1419,Everyone,Personalization,1.1,485000.0,50000,0.0,2015,10,15,4.0,3,0
PERSONALIZATION,1.0,29485,Everyone,Personalization,1.0.4,9900000.0,1000000,0.0,2018,7,20,4.0,4,0
SOCIAL,1.0,568,Mature 17+,Social,1.4.1,27000000.0,100000,0.0,2018,4,13,4.1,2,0
FAMILY,1.0,1160,Everyone,Education;Music & Video,1.0,37000000.0,100000,0.0,2013,5,22,2.2,3,0
NEWS_AND_MAGAZINES,0.0,677,Everyone,News & Magazines,5.5.2,4400000.0,10000,0.0,2017,6,7,4.0,2,0
TOOLS,0.0,99,Everyone,Tools,V1.0.9,71000000.0,10000,0.0,2018,7,26,4.0,2,0
HEALTH_AND_FITNESS,0.0,3,Everyone 10+,Health & Fitness,7.4.8,9400000.0,100,0.0,2018,6,28,4.0,1,0
PERSONALIZATION,1.0,202474,Teen,Personalization,2.6.0,3000000.0,10000000,0.0,2017,8,9,4.0,4,0
EDUCATION,1.0,181893,Everyone 10+,Education,3.2.5,18000000.0,10000000,0.0,2018,7,27,4.1,4,0
TOOLS,1.0,725,Everyone,Tools,2.0,3000000.0,100000,0.0,2018,3,14,4.3,2,0
NEWS_AND_MAGAZINES,1.0,67,Everyone,News & Magazines,1.8,12000000.0,1000,0.0,2018,6,26,4.1,2,0
TOOLS,0.0,478,Everyone,Tools,2.003,2000000.0,100000,0.0,2016,9,12,2.3,2,0
TOOLS,0.0,66,Everyone,Tools,Varies with device,12000000.0,10000,0.0,2018,7,7,4.0,2,0
FAMILY,1.0,2312084,Teen,Entertainment,Varies with device,12000000.0,100000000,0.0,2018,7,25,4.3,4,0
PERSONALIZATION,1.0,0,Teen,Personalization,1.0,13000000.0,10,0.0,2018,4,18,4.1,1,0
BUSINESS,1.0,4,Everyone,Business,5.1.1,24000000.0,100,0.0,2018,7,24,4.1,1,0
FAMILY,1.0,6750,Everyone,Casual,2.0.3,43000000.0,100000,0.0,2018,6,13,4.3,3,0
FAMILY,1.0,11,Everyone,Entertainment,1.1,2000000.0,100,0.0,2017,9,21,4.1,1,0
GAME,0.0,795,Teen,Action,1.2,41000000.0,100000,0.0,2017,8,29,2.3,2,0
FAMILY,1.0,3328,Everyone,Education;Creativity,Varies with device,12000000.0,100000,3.99,2017,7,13,4.0,3,1
NEWS_AND_MAGAZINES,1.0,23158,Everyone 10+,News & Magazines,Varies with device,12000000.0,1000000,0.0,2018,7,17,4.0,3,0
SPORTS,1.0,25172,Everyone,Sports,5.5,30000000.0,500000,0.0,2018,5,23,4.1,3,0
TRAVEL_AND_LOCAL,1.0,556,Everyone,Travel & Local,1.95,4400000.0,50000,0.0,2018,7,25,4.0,2,0
FAMILY,0.0,19,Everyone,Entertainment,2.1,12000000.0,1000,0.0,2017,1,19,2.2,1,0
PRODUCTIVITY,0.0,12,Everyone,Productivity,1.0.0.0,2200000.0,1000,0.0,2015,3,26,2.3,1,0
FINANCE,1.0,1,Everyone,Finance,1.4.8,4099999.9999999995,100,0.0,2016,2,3,4.1,1,0
SOCIAL,1.0,226,Everyone 10+,Social,1.122.250.1421,15000000.0,10000,0.0,2018,1,31,2.2,2,0
TOOLS,0.0,75,Everyone,Tools,2.5,1900000.0,10000,0.0,2017,3,15,2.2,2,0
FAMILY,0.0,21,Everyone,Education,1.0.0.5,57000000.0,1000,0.0,2018,4,6,4.0,1,0
FAMILY,0.0,1542,Everyone,Entertainment,3.0,13000000.0,50000,0.0,2015,6,9,3.0,3,0
GAME,0.0,51366,Everyone,Racing,Varies with device,16000000.0,5000000,0.0,2017,6,14,2.3,4,0
PERSONALIZATION,1.0,0,Everyone,Personalization,Varies with device,12000000.0,5000,0.0,2017,10,18,4.0,1,0
HEALTH_AND_FITNESS,0.0,87,Everyone,Health & Fitness,2.5,33000000.0,10000,0.0,2018,7,28,4.0,2,0
GAME,1.0,1343866,Teen,Action,1.180271.184729,56000000.0,10000000,0.0,2018,8,1,4.0,4,0
FAMILY,1.0,90,Everyone,Education,1.5.0,12000000.0,1000,0.0,2017,8,11,4.4,2,0
FAMILY,1.0,767,Everyone,Entertainment,1.1,18000000.0,100000,0.0,2018,2,23,4.1,2,0
FAMILY,1.0,419375,Everyone 10+,Casual,1.2.2,31000000.0,10000000,0.0,2016,6,21,2.3,4,0
TOOLS,0.0,16,Everyone,Tools,1.0,4000000.0,5000,0.0,2018,8,7,5.0,1,0
NEWS_AND_MAGAZINES,1.0,2318,Everyone,News & Magazines,2.3,4500000.0,100000,0.0,2014,12,13,2.3,3,0
PRODUCTIVITY,1.0,228794,Everyone,Productivity,68.0.3440.91,12000000.0,10000000,0.0,2018,8,6,4.0,4,0
PRODUCTIVITY,1.0,0,Everyone,Productivity,1.0,24000000.0,10,0.0,2018,7,3,4.0,1,0
SHOPPING,0.0,2,Everyone,Shopping,6.0,1300000.0,100,0.0,2018,5,30,3.0,1,0
AUTO_AND_VEHICLES,0.0,1598,Everyone,Auto & Vehicles,11.0,56000000.0,1000000,0.0,2018,7,26,4.1,3,0
EDUCATION,1.0,10852,Everyone,Education,10,18000000.0,1000000,0.0,2017,11,28,4.1,3,0
FAMILY,0.0,1469,Everyone,Entertainment,2.1.10,5200000.0,100000,0.0,2018,1,29,2.3,3,0
AUTO_AND_VEHICLES,1.0,65786,Everyone,Auto & Vehicles,Varies with device,12000000.0,1000000,0.0,2018,8,2,4.0,4,0
AUTO_AND_VEHICLES,1.0,0,Everyone,Auto & Vehicles,1.0,6300000.0,10,0.0,2018,6,21,4.4,1,0
GAME,1.0,125647,Everyone,Casual,60,33000000.0,10000000,0.0,2018,7,23,4.1,4,0
TOOLS,0.0,7,Everyone,Tools,2,2400000.0,1000,0.0,2017,10,26,4.1,1,0
MEDICAL,1.0,0,Everyone,Medical,1.0,3100000.0,1,2.99,2018,8,1,4.1,1,1
TOOLS,1.0,2,Everyone,Tools,2.0.1,20000000.0,100,0.0,2018,5,16,4.3,1,0
MAPS_AND_NAVIGATION,1.0,18710,Everyone,Maps & Navigation,3.2.2,4000000.0,1000000,0.0,2018,8,3,4.0,3,0
BUSINESS,0.0,597,Everyone,Business,9.0,17000000.0,100000,0.0,2018,7,12,5.0,2,0
PRODUCTIVITY,0.0,617,Everyone,Productivity,1.5.3,46000000.0,100000,0.0,2018,4,17,4.1,2,0
NEWS_AND_MAGAZINES,1.0,2207,Everyone,News & Magazines,41.0,9800000.0,100000,0.0,2018,7,26,4.1,3,0
PERSONALIZATION,1.0,131,Everyone,Personalization,1.0,27000.0,1000,4.99,2015,3,8,4.0,2,1
FAMILY,1.0,1088,Everyone 10+,Simulation,1.2,35000000.0,10000,0.99,2014,8,19,2.0,3,1
FINANCE,1.0,161440,Everyone,Finance,3.2.18.07.30,16000000.0,1000000,0.0,2018,8,3,4.0,4,0
FAMILY,1.0,503757,Mature 17+,Entertainment,Varies with device,12000000.0,10000000,0.0,2018,8,2,4.0,4,0
ART_AND_DESIGN,0.0,18,Everyone,Art & Design,1.1,3600000.0,1000,0.0,2018,3,22,4.0,1,0
FAMILY,1.0,278,Everyone,Racing;Action & Adventure,3.49,12000000.0,100000,0.0,2018,7,11,4.2,2,0
TOOLS,1.0,53,Everyone,Tools,1.0.1,3000000.0,5000,0.0,2018,8,1,4.0,2,0
FAMILY,0.0,337,Everyone,Education,3.6,22000000.0,10000,0.0,2018,5,11,5.0,2,0
COMMUNICATION,1.0,29208,Everyone,Communication,2.9.8,23000000.0,1000000,0.0,2016,9,28,2.3,4,0
TRAVEL_AND_LOCAL,1.0,30403,Everyone,Travel & Local,Varies with device,12000000.0,5000000,0.0,2018,8,1,4.0,4,0
SPORTS,1.0,1802,Everyone,Sports,1.4,9800000.0,100000,0.0,2018,6,21,4.0,3,0
LIFESTYLE,0.0,292,Everyone,Lifestyle,3.1.3,20000000.0,50000,0.0,2017,12,18,4.0,2,0
SHOPPING,1.0,7193,Everyone,Shopping,5.0.2,7300000.0,500000,0.0,2018,7,13,4.4,3,0
COMMUNICATION,1.0,10,Everyone,Communication,1.0,3100000.0,5000,0.0,2016,4,28,2.3,1,0
